	variance
CD79A	0.24986684
RASD1	0.24953194
CELF2	0.24910627
ARHGAP18	0.24897261
SCD	0.24890755
C10orf99	0.2483846
GOLGB1	0.24802496
WSB1	0.24761215
ATP5PD	0.24750021
COMMD6	0.24726507
PDLIM5	0.2466403
KLK7	0.24652809
CNN3	0.2463726
PDCD4	0.24631023
NEBL	0.24620697
ACP5	0.24618444
EIF4G2	0.24578503
SLC38A2	0.24562784
SPN	0.24560568
IDH2	0.24533777
PSME1	0.24506298
SBDS	0.24476361
HSBP1	0.24454431
SFPQ	0.24437118
CRIP1	0.24327186
SLC44A4	0.24256696
CD48	0.2424948
TAT	0.24238554
RBM39	0.24197453
LAPTM4B	0.24176575
PDGFRB	0.24169765
MMP10	0.2411139
SNRPG	0.24044143
NDFIP1	0.24025558
UGP2	0.24018273
HNRNPD	0.23982409
HDLBP	0.23925897
C11orf88	0.23916277
SRSF2	0.2391088
PCBP2	0.23856853
ARL6IP5	0.23839974
MS4A6A	0.23808882
CMTM5	0.23800583
ACKR3	0.23798913
DDX21	0.23769915
FUS	0.23768732
IQGAP1	0.23693648
BHLHE40	0.23612306
LYPD2	0.23583178
CDH2	0.23479615
RHOC	0.23426588
CST7	0.2342411
MPC2	0.23423171
FGFR1	0.23416333
LTBP2	0.23388954
JAK1	0.23364343
PSG3	0.23359169
NRARP	0.23339723
DUSP4	0.23325811
BNIP3L	0.23297147
SRRM2	0.23229437
CD46	0.23201375
CCR7	0.2318182
CPM	0.23160356
IL1RL1	0.23136558
SRSF7	0.23135708
FKBP1A	0.23129146
PA2G4	0.23045012
CYP1B1	0.23031823
TMC5	0.23021466
MIDN	0.23014593
RANBP1	0.22913072
EMC10	0.22835518
PRRC2C	0.2280078
RARRES3	0.22782055
TSTD1	0.22773476
CSF3	0.22761866
TGM4	0.22737518
IFITM1	0.22736384
FAM3B	0.22611608
ARL4C	0.22593383
COL8A1	0.22586553
MEST	0.22576961
RAB25	0.2255729
PCBP1	0.22534126
CYP11A1	0.2251816
RAMP1	0.22485699
CALU	0.22479774
PIM3	0.22380844
ACRBP	0.22322358
C4orf48	0.22276525
SON	0.22276145
FAM107B	0.22260617
GEM	0.22230223
IL1R1	0.22179426
CHI3L1	0.22106633
CCDC88A	0.22025189
ACTR3	0.21956798
ERP29	0.21951564
NDUFA11	0.21945238
ALCAM	0.21930143
SNX3	0.21925996
PPP1R14B	0.21903454
DNAAF1	0.21832988
ENO3	0.21807751
COMT	0.2179468
LPO	0.21772823
FBXO32	0.21760064
CRISP3	0.21664646
PPP1CB	0.21659237
KRT36	0.21610506
ALDH2	0.21597758
CLDN5	0.2157109
UFC1	0.21556287
CLPTM1L	0.21550016
OSTC	0.21512097
TREML1	0.21483615
CD3E	0.21407735
ANP32A	0.21403927
EIF2S2	0.21390234
PNISR	0.21385667
ATP6V1F	0.21377632
PDLIM3	0.2134331
CLDN1	0.2133372
MEF2C	0.21179701
ARGLU1	0.2115754
HPGDS	0.21152657
DIO2	0.21150275
CLIC4	0.2113896
ODF3B	0.21024218
SRPX	0.21020642
FAM183A	0.20981164
CRIP2	0.20838697
LAMTOR5	0.2077732
TMEM40	0.2076835
TBCA	0.2071804
TOP1	0.20711139
EFHD2	0.20680112
GOLGA4	0.20603167
CAMK2N1	0.2057756
HSPG2	0.20572186
ADAM12	0.2057078
GLRX5	0.20498161
PRKDC	0.20387821
PTP4A2	0.20266744
GLTP	0.20262958
DEFA3	0.20184481
ECH1	0.20134723
FAM129A	0.20119922
RBX1	0.20105655
RDX	0.20095775
FDPS	0.2003513
MAL2	0.19986378
NR4A2	0.19984517
PARP1	0.19948378
SLC3A2	0.19928879
IFT57	0.19927508
SAMHD1	0.19905305
HSPB8	0.19900411
SCGN	0.19879106
NDUFA13	0.19805102
LPCAT1	0.19770576
NDUFC2	0.19750103
TMEM238	0.19714063
XRCC5	0.19688621
KIF2A	0.19685282
HMGCS1	0.19662723
FERMT2	0.19650596
ICAM1	0.19641374
IFI16	0.19591425
C9orf116	0.19567299
TXNDC17	0.19555962
HPD	0.19524811
NASP	0.19518378
CBX3	0.19481197
MTPN	0.1944748
SMPX	0.19396962
PTGES3	0.1935645
RUFY1	0.19337241
COX7A1	0.19311006
SPI1	0.1930929
TYMP	0.19283903
ST13	0.19239116
DDX3X	0.19228119
BZW2	0.19201675
SDR16C5	0.19181214
DCLK1	0.19151229
PPL	0.19131838
CSRP2	0.19125469
SULT2B1	0.19113289
SAMSN1	0.19113174
ETS1	0.19103439
HAS1	0.19043529
SNRPB	0.19037612
SELE	0.1903484
ODAM	0.18985574
FCGR3B	0.18962632
SRSF9	0.18958372
LMAN2	0.18953043
CD3D	0.18940896
PNN	0.18931063
MLLT1	0.18923637
PLVAP	0.18890844
IGHV3-72	0.18868262
CTNNA1	0.18866916
SLC25A39	0.18863332
KRT78	0.18852894
GNG5	0.18843688
RBP1	0.18817241
RGS13	0.18803595
MACF1	0.18786883
SLC12A2	0.18752196
H2AFV	0.18751475
LAMB1	0.18728878
LMO4	0.1864903
GPM6B	0.1863637
SEC62	0.1855647
GATA2	0.1854565
PIM2	0.18456413
SELENOK	0.18399695
ASCL2	0.18391511
VDAC1	0.18304263
UPK1B	0.18217058
SH3BGRL	0.18215173
PDPN	0.18214318
DUSP5	0.18194453
CYB5R3	0.18172777
PEBP4	0.1816707
PODN	0.18158525
RAB11A	0.181016
SLC39A6	0.1808529
MFAP4	0.18080193
ADI1	0.18072836
FBLN5	0.18068847
EIF4A2	0.18054737
MGLL	0.18037044
LAMTOR1	0.18030162
RNH1	0.18025158
SPOCK1	0.17999929
EIF3L	0.17961507
HNRNPM	0.17955086
ACSL1	0.17949057
TGM1	0.1792687
PRSS8	0.17925085
LRPAP1	0.17909835
SH3YL1	0.17892589
HSPB6	0.17888318
CITED2	0.17867477
ROMO1	0.1785362
TBX3	0.17843318
RNF130	0.17830393
SCARA5	0.17816101
SLC45A3	0.17813854
ASS1	0.17781562
CAPSL	0.17751767
PTPRF	0.1774206
SCG2	0.17667189
HES4	0.17655466
RASSF4	0.17645285
HIST1H1B	0.1759343
GSTA2	0.17576772
TFAP2A	0.1749436
HCST	0.17481789
MSMO1	0.17457198
CAT	0.17430267
BST2	0.17424265
EDN1	0.17422718
TRAM1	0.17411178
CCND3	0.17365137
TMEM123	0.17320354
AES	0.17304254
SNRPD1	0.17300424
EPHX1	0.17267218
MLEC	0.172294
GABARAPL2	0.17220786
MYH10	0.17176457
SERINC2	0.1717551
SLC9A3R2	0.17156999
HNRNPH1	0.17111903
TMEM176A	0.17045642
COL18A1	0.17041907
NDUFB7	0.1697145
TYMS	0.1697005
TMEM14C	0.16970016
PSMB6	0.16963044
HLA-DQA1	0.16929926
CD164	0.16909103
SAP18	0.16883755
ETFB	0.1688187
DDOST	0.16880926
KIAA1324	0.1682639
MZT2B	0.168199
PCOLCE	0.16779006
SLC8A1	0.16761988
PLPP2	0.16760108
SNRPF	0.16750176
PTCRA	0.16697487
ELF1	0.16687228
MEIS2	0.16653815
ERH	0.16651037
ARF4	0.16633561
ZNF706	0.16613504
ZBTB20	0.16598904
ACKR1	0.16597055
CYP3A5	0.16511911
MXRA7	0.1651133
MYADM	0.1649274
ZFHX3	0.16446543
KNG1	0.16418234
SPTSSA	0.1634226
MAOA	0.16342123
CAVIN3	0.16339603
VDAC2	0.1633729
CNBP	0.16326985
TGFBR3	0.1632231
EVI2B	0.16314173
CCNDBP1	0.16292821
REG3G	0.16291672
TUSC3	0.16285583
SELENOS	0.16278613
SMC4	0.16246347
LRRIQ1	0.1623841
NDUFB11	0.16237447
IGFL1	0.16232517
APRT	0.16224864
EPS8	0.16216587
NDUFB10	0.162057
ODC1	0.16174445
PDGFRA	0.16125898
SCP2	0.16124843
UBE2D3	0.16123037
NQO1	0.16113272
SMTN	0.16092116
SVIL	0.16077624
ARF1	0.16024949
CDV3	0.15946405
AGT	0.15925154
CTSK	0.15922777
IRF4	0.15882376
TMED10	0.15881652
QPCT	0.15857622
CAV2	0.15839773
ENG	0.15837544
NPDC1	0.1580776
SLIRP	0.15776323
SOX9	0.15769102
ABCA3	0.15680006
ACTN2	0.15674959
PLCG2	0.156681
GABARAPL1	0.15658955
VAPA	0.1565377
MAFB	0.15640816
C9	0.15639766
EIF3F	0.15628219
DEPP1	0.15604538
TFF1	0.1559841
AR	0.1557446
OCIAD2	0.15568957
GAS1	0.15541387
ATP1B3	0.15541045
SERPINA5	0.15521127
SNRPE	0.15483949
ABI3BP	0.15473609
COL12A1	0.15428232
TRMT112	0.1537592
NFIA	0.15368561
ADAMTS4	0.1536006
LHFPL6	0.1535839
HILPDA	0.15327403
FHL2	0.15311222
AP2S1	0.15304387
FST	0.15298441
PKIB	0.15298045
CTNNBIP1	0.15257142
CLC	0.15252768
SORBS1	0.15247914
C1orf162	0.15236336
SEM1	0.15217808
GCC2	0.15193444
CCND2	0.15170076
NDUFAB1	0.15163706
UAP1	0.15143763
BEX1	0.15143733
ISCU	0.15143141
ANXA3	0.15106332
SMOC2	0.15088001
ELANE	0.15055804
CYBB	0.15047498
MAP1LC3B	0.15013693
GAS6	0.14948861
ELK4	0.14917125
PGM2L1	0.14912774
NUDC	0.14875217
ANXA11	0.14865121
SLC9A3R1	0.14859655
FOXP1	0.14847541
C5orf49	0.14834987
NDUFA6	0.14818178
CXCL6	0.14804587
SEMA3C	0.14781417
ATF4	0.14775985
GGH	0.14765704
NDUFB9	0.14744881
PRMT1	0.14710523
SNU13	0.14677195
PDZD8	0.14655013
ITGA4	0.14607245
LSM7	0.1458866
SLC20A1	0.14551377
PLA2G16	0.14500023
CHIT1	0.14493114
PSTPIP2	0.14419502
CYBRD1	0.14405859
UQCRFS1	0.14405307
CPS1	0.14376439
HCLS1	0.14356725
HMOX1	0.14348905
EIF4B	0.14332034
KLRD1	0.14330253
LIMA1	0.1428991
TENT5C	0.14259127
RAD21	0.14257911
DPYSL2	0.14234501
PPP1R12A	0.14231409
SPATS2L	0.14214748
CALML5	0.14178018
PAPOLA	0.1417801
COL14A1	0.14177358
CYP3A4	0.1411728
SMCHD1	0.14105728
CD38	0.14086154
ITGA6	0.14086035
NKX2-5	0.14080144
CCL22	0.14056571
MRPL41	0.14054585
NME1	0.14045557
LUC7L3	0.14024413
SMIM14	0.13965636
ZNF331	0.13955954
TUBB2A	0.1393846
CTNNB1	0.13933031
C2orf88	0.1393155
RAP2B	0.13883881
PLP2	0.13865934
NEDD8	0.1378898
TAX1BP1	0.13773246
LMO7	0.1376406
KCTD12	0.13726471
SLC44A1	0.13694233
RSRP1	0.13682659
SCNN1B	0.13646144
COBLL1	0.13622604
PGRMC1	0.13622023
PHLDA1	0.13617988
CSHL1	0.13613957
SERPINI2	0.13567379
CD53	0.1355568
IK	0.1351977
TIMM8B	0.13507813
NDUFC1	0.13495041
HM13	0.13493337
TMPO	0.13467641
EIF5	0.13453548
PSMB3	0.13444267
APCS	0.13437441
CD248	0.13412397
PSG2	0.13410482
VSIG2	0.1337938
KLK4	0.13372968
MRPL14	0.13371392
ERVFRD-1	0.13370402
COL17A1	0.13368848
ZNF106	0.13358231
ERVW-1	0.13354766
ITPKC	0.13347588
FMOD	0.13346127
SELENOH	0.1334186
ANKRD12	0.13281086
FDX1	0.13275066
STK4	0.13274671
NEDD9	0.13269603
FGF7	0.13262567
NOP10	0.1326034
PRRX1	0.1325771
PLEKHO1	0.13254787
CYTIP	0.13242911
SEPT6	0.1323483
FILIP1	0.13230483
TMEM176B	0.13229619
GZMB	0.1322928
SC5D	0.13226214
MRFAP1	0.13222219
CCT8	0.13172145
PTTG1IP	0.13157551
MRPL52	0.13108067
EEF1A2	0.13079165
ZYX	0.13068435
AURKAIP1	0.13044456
RBPMS	0.13042493
SORL1	0.1303765
SLC43A2	0.13014394
ABCA8	0.12983389
VEGFA	0.1297875
PGD	0.1294275
HNRNPR	0.12845236
TWIST2	0.1284335
ATP5PB	0.12813775
SSB	0.12806995
ARID3A	0.12799974
NREP	0.12798204
PSG5	0.12780453
TCEAL3	0.12765512
RDH10	0.127565
DYNLRB1	0.12731695
RBMX	0.12709124
AGXT	0.12699448
PSMB9	0.12679093
SLC11A1	0.12668306
CCDC146	0.12660082
C2orf40	0.12626265
C5AR1	0.12625861
STAP1	0.1262367
LAMP2	0.12615204
CMTM6	0.1261455
CCT2	0.1259586
SOX2	0.12588048
PSMA3	0.12564515
TMPRSS2	0.12551628
PTX3	0.12528884
GJB6	0.1252066
FIS1	0.12517908
ARL6IP1	0.1251629
TM9SF3	0.12448123
PLD3	0.12423697
NDUFB4	0.1241885
METRNL	0.12377817
PPP1R1B	0.12371627
TCEAL9	0.123688266
POU2AF1	0.12346725
PSMD8	0.1232908
N4BP2L2	0.12326447
NEDD4L	0.12319823
PDLIM4	0.12280388
EIF5B	0.12266536
TNFRSF11B	0.122304
SNTN	0.12226179
STC1	0.12211132
PSMB8	0.12179566
MS4A1	0.12170493
PSMA4	0.1215202
UBE2D2	0.12139614
CCNE1	0.12132784
EIF1B	0.12060523
MAF	0.12048753
ZMYND10	0.12022703
HBEGF	0.12004149
FDFT1	0.11992591
HIGD2A	0.1199006
KIF5B	0.11976095
PSENEN	0.11951556
ERRFI1	0.11939672
TMED3	0.11932063
PLS3	0.11911822
LXN	0.119085416
TFRC	0.11904651
NOTCH3	0.118864946
CAPZB	0.11883334
PLTP	0.11877223
EIF2AK1	0.118752904
KIT	0.11873045
CHPT1	0.11845985
NAV1	0.1183702
TOMM20	0.11823075
HAMP	0.118178435
CYC1	0.11816149
PCLAF	0.11813218
ADGRF5	0.118064456
MSX1	0.11789668
LGALS2	0.1178698
IQGAP2	0.117775545
GTF3A	0.117491476
LMO2	0.11728969
METTL7A	0.11725992
CRYBA2	0.117252454
BAG3	0.11710374
CRABP2	0.11703924
BAG1	0.11696133
WDR1	0.1168865
CRELD2	0.11665685
SVEP1	0.116615534
STK17B	0.11661287
SERPINH1	0.116537124
SYNE1	0.11653683
EIF3H	0.116531864
LEPROT	0.11637718
OLFML3	0.116187945
CMBL	0.11586298
STAT3	0.11564942
FKBP8	0.11538296
TMED2	0.11534852
NDUFB8	0.115292616
SEC14L1	0.11528564
MRPL33	0.115224436
ANXA6	0.11501335
TACC2	0.1149121
GZMA	0.11480891
PI3	0.11461904
MPZL2	0.114444576
RHEB	0.11423462
ATRX	0.11394759
CDH1	0.11386059
GALNT15	0.11365292
KPNB1	0.11364202
RRAS	0.11345964
RGS16	0.11339301
NDUFS8	0.113215804
KDELR1	0.11295668
TLE4	0.11280416
CD27	0.11277208
CAPN2	0.11276827
VASP	0.11233575
ACADVL	0.11226606
NME4	0.11210273
HLA-DQB1	0.111994475
ERLEC1	0.11176512
ERGIC3	0.11144182
DAPP1	0.111388125
ILK	0.11136924
VSIR	0.11130913
MEGF9	0.11123893
TRIR	0.11104642
IMPDH2	0.11075058
FKBP2	0.110579
PRKCZ	0.11049031
FCGR3A	0.110425204
NT5C3A	0.1103544
OLR1	0.11025705
PRKAR1A	0.11017531
STARD10	0.110121354
NDUFB3	0.10987368
ROCK1	0.10983709
FLNC	0.1096492
PRF1	0.1096052
MDH2	0.10938712
ITGB4	0.10936374
IL18	0.10914091
TMEM141	0.10909016
DNAJB6	0.10881338
NME2	0.10877536
FNBP1	0.108684964
RAB32	0.10865396
PHGDH	0.10845244
CLIP1	0.10838002
RAB7A	0.10830139
EIF3M	0.10820623
HACD1	0.10807327
TAF1D	0.10789863
TIMM13	0.107751094
MPIG6B	0.10771795
DUSP6	0.10767296
SOCS1	0.10754205
MS4A2	0.1072716
MT1H	0.10715636
COX17	0.10693902
VGLL3	0.106925294
RBM8A	0.10680375
TPR	0.10659347
PAWR	0.106555626
TESC	0.10653303
APOLD1	0.106454015
BACE2	0.10613487
DDX24	0.106061354
EIF1AX	0.1060296
GHITM	0.106023565
SCAF11	0.10559483
ERO1A	0.10555998
GKN2	0.1055351
MYCBP2	0.10547827
PEG3	0.10547057
RALBP1	0.10541532
DNMT1	0.10484219
CRIM1	0.104834914
ATP2A2	0.10436181
YWHAQ	0.10431865
MXD1	0.10426665
RNF145	0.104230806
PSMB2	0.1041071
YPEL5	0.10395104
CTSA	0.10363128
REEP5	0.10348322
ANGPTL4	0.10338217
MTURN	0.10325653
CDC42EP3	0.10325584
CUTA	0.1031663
GSPT1	0.103119545
LTB	0.10306673
AK4	0.102973305
KRTCAP2	0.10268912
SPIB	0.10268877
IKZF1	0.102640845
HP1BP3	0.102620155
ALPL	0.1025975
SCARB2	0.102531925
HNRNPA0	0.102207564
TUFM	0.10211636
YPEL3	0.10209696
RBM47	0.10206757
PPP3CA	0.1019831
TMEM61	0.10192509
QPRT	0.10190869
PFKP	0.10183352
GPSM3	0.101684995
MMP9	0.10154897
AP2M1	0.10153953
CCT3	0.10150658
ROCK2	0.1014698
ABLIM1	0.101378426
RAB10	0.10136905
TMEM14B	0.1013342
GPR157	0.1012498
MAGED2	0.101089045
NTS	0.101061665
ATOX1	0.10093891
SRRM1	0.100918405
NPPA	0.10073234
SECISBP2L	0.10065156
PABPC4	0.100534715
PRDX3	0.10036734
UTRN	0.10015982
PRSS57	0.10015906
VCP	0.10014748
SPINK2	0.100106806
FAM92B	0.10002682
SLC26A4	0.09997814
EIF3G	0.09994392
TTC3	0.09993772
TPST2	0.09942386
ADH5	0.09921896
INSL5	0.09918465
SH3BP5	0.09918351
GLIPR1	0.09917507
USP53	0.099050045
CRLF1	0.09894445
IFI27L2	0.098845996
ANAPC11	0.09849179
PTPRN	0.098382756
SCNN1A	0.09836616
APEX1	0.09806636
TRA2B	0.098025545
BCAP31	0.0980131
ERBB3	0.09797257
PYCARD	0.09791022
SYNGR2	0.09784955
NET1	0.097763486
BZW1	0.09766668
TRAPPC1	0.09748479
CXADR	0.09744732
IER5	0.09736355
NANS	0.09733849
SSR1	0.097264454
VAMP2	0.09693889
PALMD	0.096919335
CRYL1	0.09663867
UCP2	0.0961193
NFE2L3	0.09596335
ZBTB16	0.095819876
OMG	0.09566558
ZMYND8	0.09563764
PDLIM7	0.09553098
CREM	0.095524736
LGALS16	0.09544135
MMD	0.09537568
LAIR2	0.09522064
FCGR2A	0.09503485
KDM6B	0.09502224
NENF	0.09494874
PPP1R1A	0.09486972
ELL2	0.09479216
SEC11A	0.09450234
PLG	0.09444252
EIF4EBP1	0.094407335
PPP1CA	0.09421721
LIFR	0.09410067
ZKSCAN1	0.094094604
RUNX1	0.094093665
UBE2B	0.094074756
PRRX2	0.09393481
MAN1A1	0.09383791
PCBD1	0.09381786
SELL	0.093749575
RNF149	0.09367666
CCDC85B	0.09365821
IER5L	0.09336485
CBR1	0.09333443
ITGB8	0.09301289
GCHFR	0.09294492
ARHGAP29	0.09262182
CLDN15	0.09261608
ALKAL2	0.09253468
CXCL12	0.09194781
DAPL1	0.091887295
CKS2	0.09171623
CD7	0.091664806
SCEL	0.09152526
PCM1	0.0914385
AFDN	0.09138462
EFHC1	0.09132588
COPS9	0.091236934
LGMN	0.091159604
KMT2E	0.09115628
CCT5	0.09114631
PKP3	0.09108941
LYL1	0.09108412
WEE1	0.0909919
LIMD2	0.090978555
PPP1R12B	0.09089665
PNP	0.09083675
WDR83OS	0.09061357
TPD52	0.09050671
PBX1	0.09043245
TNRC6B	0.09032765
PPIC	0.090296015
RBMS1	0.09026075
CHST9	0.09024826
NDUFA3	0.090161264
SSBP1	0.09010345
CDKN2D	0.090058394
WASF2	0.08992524
TSPAN13	0.08973128
HNRNPF	0.08960696
AC007906.2	0.08947179
OGFRL1	0.08925713
LYN	0.08916464
NCF2	0.089151226
UPK3A	0.08905359
WTAP	0.08895069
ENTPD2	0.08894747
CSDE1	0.08893862
SEPT11	0.08892512
NRIP1	0.08891228
PKHD1L1	0.08878509
FOXC1	0.08855109
CAMTA1	0.08848177
CCDC170	0.0884457
IDI1	0.08839838
LIMCH1	0.08838526
SRSF11	0.08834153
LSM3	0.08795581
MGST2	0.087901905
STXBP2	0.0878896
ST3GAL4	0.087805115
BIN2	0.087510936
TRIB1	0.087496884
PSMA1	0.08741333
CAPZA2	0.08732752
PLXDC2	0.08723236
LEFTY1	0.0869964
SPON2	0.08697873
SCGB1D2	0.086745344
AHCYL1	0.08651797
ANKRD28	0.08650591
SPAG9	0.08647035
PDCD5	0.086389765
GLS	0.086334296
ANAPC16	0.0861897
PHB	0.08618331
ATP6V1E1	0.086014815
ERP27	0.08595938
APMAP	0.08593589
FBL	0.085806124
RPN1	0.085730836
FLNB	0.08570046
UQCRC1	0.08568559
RAB2A	0.085592605
IDH1	0.08556974
TMEM50A	0.0855617
C4BPA	0.08551178
CLDN18	0.08547532
HMGCS2	0.085412
NDUFA2	0.085346
DNPH1	0.085111886
NSA2	0.08488699
PCSK2	0.08486358
ITGA1	0.08483059
EGFL7	0.08448952
NUDT4	0.08446313
NFIX	0.084353805
ROPN1L	0.08435084
TAC3	0.08434106
LBH	0.08409519
RIOK3	0.083951674
KMT2C	0.0839356
MATK	0.08391753
ASPM	0.08378524
RASA1	0.08376113
ECI1	0.08373634
UBXN4	0.08356579
RAB27B	0.08336737
TMPRSS11B	0.08327433
SCCPDH	0.08320886
CD177	0.08318094
SERPINC1	0.083100796
MSRB3	0.082991965
PTEN	0.08293113
MTUS1	0.08291505
PSMA2	0.08279049
ANP32E	0.08266765
DYNLRB2	0.082623824
FOSL2	0.08259147
POLR2I	0.082547404
CADM1	0.08247895
RBM25	0.08240015
RP1	0.082366854
EIF4A3	0.08225843
TMEM165	0.08208788
GADD45GIP1	0.08198541
HTRA4	0.08193852
ELOVL5	0.08189882
PHB2	0.08187042
ZBTB38	0.08180525
MYB	0.08175069
SLC3A1	0.08173111
SERTAD1	0.08164591
DLK1	0.08157222
HIST2H2AC	0.08134908
AKR1A1	0.081290044
GALNT7	0.08128456
ABCC8	0.08121032
XRCC6	0.08119165
SYNM	0.08102399
MS4A4A	0.08087034
ASPH	0.08086046
GMPR	0.080716304
PFDN2	0.080678314
RAB1A	0.08066097
DRAP1	0.08065171
PSG4	0.08043409
EGLN3	0.08038511
PSIP1	0.08025873
DLC1	0.08020819
NBL1	0.080161646
PPM1G	0.08005784
CXCL5	0.08003743
SNRPN	0.07994076
ZNF827	0.07992115
PSMB5	0.0798665
PKP2	0.07966728
CCT6A	0.079667166
AP1S2	0.079605296
ATP6AP2	0.07960339
HAPLN3	0.079576135
SLC13A4	0.079554655
CHMP2A	0.07951823
TGFB1I1	0.07949388
BBOX1	0.07940973
ERICH3	0.079265065
INHBA	0.07922543
PDLIM2	0.07920992
LRRC59	0.07920989
GRHPR	0.079099536
SF1	0.079049185
MAP4	0.07903249
ADD3	0.078982346
CXCL16	0.07892675
CD47	0.0787847
VOPP1	0.078765415
HIPK2	0.078718565
FOXQ1	0.078513935
VNN2	0.07846022
DERL1	0.07836176
MYBL2	0.078273416
TJP1	0.078264825
SFRP5	0.07826421
DSG2	0.078163214
NKX2-1	0.07809711
BAMBI	0.07809299
WWTR1	0.07796352
ADAMTS9	0.07783645
MORN5	0.0778269
SLC6A14	0.077812
NR4A3	0.07751489
NR2F1	0.07744634
UBE2I	0.0774054
MUC12	0.07735842
NHP2	0.07730647
MRPL51	0.07720804
TPX2	0.07692318
LAMP1	0.07691524
AHSG	0.0768991
KRT20	0.07682898
IRF2BP2	0.07674565
EIF6	0.07673456
HEPACAM2	0.07667233
TCF25	0.07653691
HOMER2	0.07649702
ODF2L	0.07649486
RSL1D1	0.076490745
BRD2	0.07639496
LDB3	0.07636905
CCT4	0.0763137
SEL1L	0.0762978
GRB2	0.07629735
DNAH5	0.07625454
ERGIC1	0.07622832
EFHD1	0.075960726
ATP6V1A	0.075918734
MS4A8	0.075891204
LAMA4	0.07588096
CTSW	0.075863026
UBE2S	0.07583838
BRK1	0.07575283
C19orf53	0.075671256
RBP7	0.075620204
NCOA4	0.07553481
PIP4K2A	0.07544321
CD34	0.07543081
ITIH5	0.07535751
METRN	0.07533116
SRP9	0.07532555
HIF1A	0.07532324
MT1F	0.07520499
EBF1	0.07511534
PSMD7	0.07510574
GNL3	0.07485232
HDGF	0.07474213
SF3B5	0.07467523
ZBTB10	0.07466852
C11orf58	0.07463069
SCPEP1	0.0744058
SEPT2	0.07427712
GABARAP	0.07427151
NFIL3	0.07414267
WIPF1	0.07414023
ADGRL4	0.07402389
KHDRBS1	0.07390988
LTBP4	0.07388115
CAPNS1	0.07376724
DAZAP2	0.07373793
PEPD	0.07367968
CDA	0.07356068
AZU1	0.07355659
IFRD1	0.073514886
G6PC2	0.07344903
CYTL1	0.07344371
NDUFB5	0.07341704
MSI2	0.07328419
IRAK3	0.073193274
HLA-DMA	0.072931975
TRIM31	0.072904706
MUC15	0.07289395
IRS2	0.072844155
BPTF	0.072819404
RRM2	0.07278329
DSC3	0.0727401
ARFGEF3	0.07272237
FOXA1	0.072679676
MARCH2	0.07258449
TCAF1	0.07252211
C16orf89	0.072366856
PARVB	0.07234664
MAST4	0.072297096
DCDC2	0.07225484
AOX1	0.072156034
CES1	0.07204975
RBBP7	0.0720477
PAM	0.07195892
DYNC1H1	0.07194517
BCL6	0.07193867
BANF1	0.07191183
CNDP2	0.07169202
ENAH	0.071690165
PRIMA1	0.07164511
KCNN4	0.07163817
PSMB7	0.07163202
NDUFA12	0.071630135
AQP9	0.07162416
PIM1	0.07147429
ANKRD37	0.071424454
PRNP	0.07125186
PAK2	0.071222976
MYO1F	0.07112089
PKIG	0.07093373
PRR13	0.070845634
ATP6V1G3	0.070830524
SERPINB6	0.0707867
NOP56	0.07075953
COL2A1	0.07075291
NTRK2	0.07074519
PCOLCE2	0.07046503
SLC38A1	0.07044956
ACAT1	0.070393115
SUPT16H	0.07033002
TIPARP	0.0702795
TBC1D4	0.070274875
CCL25	0.0702366
NKTR	0.070149064
FAM229B	0.070130125
BEX4	0.07009426
H1F0	0.06987465
EIF4A1	0.06985325
PTTG1	0.06982838
C2CD4B	0.069736816
USP15	0.06961396
ABRACL	0.06960001
ARL2	0.06953584
RHOG	0.06951943
GJA1	0.069492094
PLBD1	0.06928953
LAMTOR4	0.06924705
FAM177A1	0.069218904
CCT7	0.0690419
MLPH	0.068975925
NDUFB6	0.068974786
RIF1	0.06886215
SKAP2	0.06869161
ACSL3	0.06862485
OSBPL8	0.06857719
MALL	0.06846908
CLINT1	0.06846102
EIF3I	0.06842866
SRSF10	0.06841347
TXNDC11	0.068388075
UBE2C	0.06829932
LIPA	0.06826062
PPP1R15B	0.06821024
ALOX5	0.068121016
RTRAF	0.0680713
FGFBP2	0.068016246
MBNL3	0.06785308
CTNND1	0.06785097
FAM210B	0.06773647
GPI	0.06765354
ZNF292	0.06764893
PTGS1	0.06753044
NOL7	0.067475006
CTSG	0.067470774
HIGD1A	0.067432925
PRPF40A	0.06737627
HEG1	0.06728277
ARG2	0.06728026
CBX5	0.067214794
NCKAP1L	0.06718858
SRP72	0.06717402
SMC1A	0.06706964
AQP4	0.06706255
BHMT2	0.06689273
ECM1	0.0668912
TMEM154	0.06682289
TRIM58	0.066770434
LSM4	0.06673641
WDR54	0.06669141
GMDS	0.06652055
ITGAV	0.06651338
DYNC1LI2	0.066511594
BAZ1A	0.06646042
KANK2	0.066364676
PCDH7	0.06629655
TXNRD1	0.0662963
SPA17	0.06629203
GBP2	0.06629076
DNAJC8	0.06623183
NONO	0.06621476
NDUFA5	0.06613014
HNRNPH3	0.06607168
ILF2	0.066026226
IGSF6	0.06601972
TSHZ2	0.065930545
PSG1	0.06570614
MRPL20	0.065694235
TES	0.06567059
SLC39A14	0.06565104
UGCG	0.06557977
PPP2R5C	0.06556895
BDH2	0.06547416
REXO2	0.065405555
CDO1	0.06530363
HES6	0.065279685
DNAJC15	0.06526055
PLPP5	0.065252125
RSL24D1	0.0651763
EBPL	0.06514685
