	variance
EIF4E	0.013364235
FBXW5	0.013361107
PCLO	0.013357303
PTH1R	0.013354308
NOP14	0.013345224
TRAK1	0.013342628
PGM5	0.013323183
JPT2	0.013321596
LAT2	0.013320596
DOK4	0.013313315
GUCY1A2	0.013308766
NUAK1	0.013305645
TNFSF8	0.013300851
CLIC2	0.013294211
PLLP	0.013292219
STAP2	0.013288362
TREM2	0.013286217
MIA2	0.013284677
EIF4E2	0.013276303
UBE2Q2	0.01326477
ATAD5	0.0132639045
MESP1	0.013258374
BBOF1	0.013244603
CTDNEP1	0.013236458
PIK3R3	0.013220492
TMED7	0.013218209
HSDL2	0.013205935
RAB1B	0.0131962625
PLEKHF2	0.013194205
PLIN5	0.013175814
KRR1	0.013165866
KIF22	0.013165068
TCEAL2	0.013154246
SPG21	0.013150804
STX3	0.0131361475
ARHGEF38	0.013118169
LURAP1L	0.01311554
RABGAP1	0.013104586
VEZF1	0.013087301
CST5	0.013082465
TDRP	0.013075412
MAPK15	0.013074574
CYBC1	0.013073117
IRAK1	0.01307275
RAPGEF1	0.013058096
CYP2J2	0.01305579
FAM200B	0.013052899
CCDC28B	0.013050007
MYO15B	0.013045062
RABGAP1L	0.013042251
EAPP	0.0130418325
TCIRG1	0.013036048
BRCA2	0.013033423
OAZ2	0.013031097
RAB11B	0.013029963
CD164L2	0.013010385
CROT	0.013006955
PFDN1	0.013004306
MYOZ2	0.013001627
SESN3	0.012997146
ELOVL1	0.012991029
GABRE	0.012987239
CGNL1	0.012985746
LCOR	0.012975524
GPAA1	0.012969411
VRK1	0.012964264
ICA1	0.0129607245
ZMYM2	0.012956481
MRTO4	0.012953447
LCK	0.012951494
IP6K2	0.012946949
UBR5	0.012937854
NXT1	0.01293457
CAPN6	0.012932745
SLC4A1	0.012915297
HRAS	0.012906396
SLC6A8	0.012891585
STK38L	0.012891179
NLRP3	0.012885812
ABCA5	0.012880529
JMY	0.012863528
C6orf118	0.012862435
DNAL1	0.01285149
ZDHHC20	0.012834908
FAM50A	0.012830955
SLC15A3	0.012823831
ATF7IP2	0.01281693
MSL1	0.012816084
EXPH5	0.012815801
FEN1	0.012812442
SLC29A1	0.012809335
FAM126B	0.012802282
MUC20	0.0127970725
CHCHD3	0.0127888685
TOX2	0.012785952
BTBD16	0.0127827935
TMC6	0.012780971
SSNA1	0.012779618
LSM10	0.012779384
PGM3	0.012776111
MASP1	0.012774332
EIF2AK4	0.012773603
CALY	0.01275244
ELAVL1	0.012751586
TUBB2B	0.012745785
NPEPPS	0.012732519
CBX1	0.012684964
NOSTRIN	0.01268245
DYSF	0.012680567
NBR1	0.012675473
EZH2	0.012672654
CUEDC2	0.012670674
IL4R	0.01266947
MECP2	0.012657548
VPS26A	0.012653756
ZNF24	0.0126469005
TANC2	0.012645358
PAXX	0.012645047
CFAP221	0.0126418555
CWC15	0.012633456
PRR11	0.012625187
SLFN13	0.012621727
PFDN6	0.012621194
SMIM7	0.0125986915
HTATIP2	0.012591815
FCGR2B	0.012590429
DERL2	0.012582363
MMAB	0.012580298
RHOBTB2	0.012575708
LACTB	0.012575027
GATAD1	0.01257404
GIMAP1	0.012573908
UTP11	0.0125719495
MYCT1	0.012567153
IDH3B	0.012567116
EPHX2	0.012562568
SLC25A1	0.01255827
FXYD1	0.012550717
SERTAD3	0.0125502525
AKR7A3	0.012546539
ABI2	0.012525512
RICTOR	0.012523429
IGF2BP1	0.012522451
PFKFB2	0.01252022
AGRN	0.0125164855
TXK	0.012514091
BTBD3	0.012511551
STAT1	0.012510915
MRPS18B	0.012509924
DPPA4	0.0125099085
ARIH1	0.012496502
COMMD1	0.012494873
CENPC	0.012494102
CMC2	0.012489769
PIP4P2	0.012482085
AGO2	0.012471124
PIGT	0.012471022
SCML4	0.012461406
CTR9	0.01245976
PIN4	0.0124587
PLS1	0.01245814
YIF1B	0.012441802
AOC3	0.012435218
KCNE4	0.0124297915
KCNMB1	0.0124248145
KAZN	0.012415921
ZMAT2	0.012395442
FOXA2	0.0123902
LRIG1	0.01238469
GRPEL1	0.012371225
NELFE	0.012358142
DSTYK	0.012355153
RAB37	0.012341753
FMNL2	0.012341442
VARS	0.012335223
MAP2	0.0123187
GNAI1	0.012314835
PROM2	0.0123109715
CANT1	0.012298447
NCALD	0.012287859
CADPS2	0.012284272
GNA11	0.012279958
PSMG1	0.012273923
DUS1L	0.012268931
MSRA	0.0122554265
GIPC2	0.012252939
SEPHS1	0.012251728
SGCA	0.012250932
RASAL2	0.012247469
PPHLN1	0.012235616
B3GNT2	0.012229804
DNAJC19	0.012228104
PARD3	0.012226668
FAM20C	0.012224026
GOLGA2	0.012219312
ESRP1	0.012212007
ACMSD	0.012200154
IDS	0.012196767
CABCOCO1	0.012195966
SLC5A3	0.012195285
ITGA3	0.0121781165
KIAA1109	0.01216823
INAFM1	0.012165463
HIST1H2BF	0.01216125
AAMP	0.012157405
SH2D4A	0.012153195
APOA5	0.012138311
PREB	0.012135017
MRPS35	0.012125968
TAF9	0.012125536
PTPRN2	0.012119689
CYB561A3	0.01211925
DYNC1LI1	0.012104052
TGFB2	0.01207492
RASSF5	0.012071625
C1orf189	0.012066129
SRGAP1	0.012061957
PPP1R9A	0.012060757
DHCR7	0.0120557565
CCDC82	0.012052542
RBL2	0.012050965
GINS2	0.012042964
TMEM43	0.012042024
CYTH3	0.012037271
PPA2	0.01203189
GCLM	0.012031566
PRKAR2A	0.012029631
NTN1	0.012022976
RIIAD1	0.012018049
STXBP6	0.012017164
CRK	0.012012607
EHMT1	0.012011538
MUC3A	0.012011467
C19orf48	0.012008547
MSL3	0.012005309
TNRC6A	0.011996383
GNA13	0.011995319
NEMF	0.0119916685
VBP1	0.011983636
FRMD6	0.0119694425
JAK2	0.011956457
IDH3G	0.01195633
ABCB9	0.011938611
SUSD5	0.011924018
PKDCC	0.011918044
ZBTB8OS	0.011904441
FIBP	0.0119043235
INAVA	0.011900793
VEGFD	0.011897516
PTS	0.01189194
JOSD2	0.01188871
YIPF4	0.011888146
ADAM17	0.0118878875
ANKRD17	0.011876611
SF3A3	0.011861544
C11orf16	0.011853452
MED13	0.011853012
OSR1	0.011827287
CREBBP	0.011824155
TIAL1	0.011823967
TTYH1	0.011812513
FAM102A	0.011802539
LEAP2	0.011793113
SETD3	0.011791996
ATN1	0.01178853
TWSG1	0.0117827505
GORASP2	0.011775242
DRC1	0.011772935
ABAT	0.01176705
AIMP1	0.011765441
CCDC34	0.01176432
GPR143	0.011757911
TUBA4B	0.0117545705
EXOSC8	0.011754207
GRSF1	0.011752796
IGLL1	0.011752266
SNX27	0.011746778
C6orf222	0.011740114
EP300	0.011731012
SPOP	0.011722771
DCK	0.0117204795
C7orf50	0.01171671
SPOCD1	0.011716629
FTCD	0.011692674
SYNPO2L	0.011692479
LDB2	0.011690935
PSMD12	0.011690094
LPAR6	0.011676471
NBN	0.011669557
CNOT7	0.011665933
POLR3GL	0.0116618965
RAB38	0.011660254
SCIN	0.011658765
SIGLEC6	0.011655381
FAM120AOS	0.011647573
GMPS	0.011642033
DMRT2	0.0116381915
PLSCR4	0.011633537
SUPT4H1	0.011628033
PLCB4	0.011623885
SERPINA4	0.011623662
NXPE4	0.011621074
CSGALNACT1	0.011616394
GPR155	0.011608528
STOML3	0.011605609
PRPF6	0.011605525
GP1BA	0.011596548
BORCS7	0.011593827
NF1	0.011590994
SHKBP1	0.011579763
TIMM17B	0.011577901
CFHR1	0.011576347
NPL	0.011561266
AASDHPPT	0.011559551
HTATSF1	0.011557158
BTF3L4	0.0115529355
CLEC2D	0.011540155
CCDC32	0.011539973
CHORDC1	0.011532778
CMTM3	0.011532159
MBD4	0.011531097
SLC37A4	0.011531064
YES1	0.011524543
GPR137B	0.011517348
MYRF	0.011511484
BLCAP	0.011503403
HMGN5	0.011501311
MAPK1IP1L	0.011501018
PKN1	0.0114930365
MALT1	0.011486139
HIKESHI	0.011483501
GALNT2	0.011470559
MUCL3	0.011467209
PPP1R14C	0.011465908
TENM3	0.011451192
HERC2	0.011451042
PRSS27	0.011446445
CLDN23	0.011438526
CDK12	0.011435743
GZMM	0.011432724
SCML1	0.011428897
ECHDC3	0.011428855
MIOX	0.011426107
BSPRY	0.0114217885
TRAPPC3	0.011408642
CATSPERD	0.011404677
TTC25	0.011393733
MELTF	0.011393392
PTPRM	0.011389731
ZNF217	0.011386542
FOXD3	0.011380901
DLD	0.011375106
TMEM107	0.01137266
P2RY6	0.011364839
ITPKB	0.011357825
USF2	0.011357525
ST5	0.0113469465
ST6GALNAC4	0.011332687
SLC25A23	0.01132899
AMOTL2	0.011306279
KIF1C	0.011301754
COMMD8	0.011297303
PHF6	0.011297114
TEX264	0.011295909
NDUFAF2	0.011291925
RAB6A	0.011288558
APOL6	0.011283834
P2RX1	0.011279569
AK9	0.011270366
TNFRSF10B	0.011262633
PCNX1	0.0112617025
ZBTB44	0.011261397
APLP1	0.011256257
GPATCH8	0.011253115
CAMK2G	0.011248656
MGAT4A	0.011247708
UBE2F	0.011246252
VWA3B	0.011240877
DGKZ	0.011239711
MAGI3	0.011231915
MPLKIP	0.011216649
HIST2H2BE	0.011211983
MEIS1	0.011208272
AFTPH	0.011203676
CDX2	0.0111994855
KIF12	0.011195474
BLK	0.011193301
CRYBG3	0.011186583
TM2D1	0.011179341
RCN3	0.011178264
PSMB10	0.011178182
PSD3	0.011170497
SSBP3	0.011167342
YIPF6	0.011161692
DHX15	0.011159809
MRPL55	0.011159132
BMPR1B	0.011158464
SSSCA1	0.0111470185
DYDC2	0.011144502
ACOT13	0.011139018
PRR15L	0.011138333
CCDC12	0.011137536
ANGPT2	0.011130907
WT1	0.011128221
CST2	0.011116313
TIA1	0.011114026
CASP8	0.011112341
PHF19	0.011108801
PDE1C	0.011098074
CHID1	0.0110839
SEMA4C	0.011073892
MAFG	0.011065292
UBE2V2	0.0110645965
SELP	0.011061689
ECSCR	0.011059642
NGLY1	0.011057778
CCDC141	0.011055666
FUT9	0.011055238
SLC39A5	0.011048845
HABP4	0.011025973
NECAP2	0.0110254735
SETD5	0.011024509
PRKAA2	0.011016561
MAP2K1	0.011015259
TPRKB	0.011008126
NUDCD2	0.011000936
NPR1	0.011000324
TSPYL1	0.010990573
MRPS23	0.010976967
TNNT3	0.010975644
FOXI1	0.010971607
ACLY	0.010967262
STRBP	0.0109620225
UHMK1	0.010959218
FAM104A	0.010957955
EPS8L3	0.010953402
GK	0.010947928
FBXW11	0.010946504
IL33	0.010945954
FOLR2	0.010943304
ABI1	0.010937052
MFSD6	0.010936773
CMTM7	0.010912727
UNC13B	0.010907736
ADCY3	0.010903079
TIMMDC1	0.010902793
GOT2	0.010900974
ELF2	0.010892183
CLPTM1	0.010877195
RPGR	0.010874092
MGAT5	0.010872159
ABCD3	0.010871646
SEPT1	0.0108708115
LSAMP	0.010868531
RASL12	0.010860735
MRPL42	0.01086066
CD300LG	0.010858123
ZNF385A	0.010856336
GNB4	0.010846839
BRD3	0.0108459005
HPRT1	0.01083776
RREB1	0.010827401
GOLPH3	0.010826173
NTMT1	0.010812542
P2RY1	0.010802256
TWF2	0.010802145
CLGN	0.010799011
WNK2	0.010789028
FAHD1	0.01078558
PPP4R3A	0.010777882
HIST1H3G	0.010776325
SCFD1	0.010764718
GLDN	0.010759964
OTUB1	0.010754261
NUDT21	0.010747898
TNRC6C	0.010741063
DESI2	0.010728295
EDEM3	0.010727716
TMED6	0.010719004
TMEM41B	0.010713313
ANO1	0.010708683
TRMT10C	0.01070727
VAMP3	0.01070595
UBA5	0.01070199
LGALS8	0.010697439
CASP1	0.010696233
RBM33	0.010692987
TEAD3	0.010689048
KCNE3	0.010688404
ARHGEF26	0.0106848255
FAM204A	0.010679478
LYRM2	0.010675629
FERMT1	0.010668817
VGF	0.010663911
PGR	0.0106541505
DCBLD2	0.010653563
SMPDL3A	0.010652575
TRDN	0.01064668
LTBR	0.01064505
KIFC3	0.010643114
GTF2B	0.010642921
FABP6	0.010642571
CAND1	0.010642124
CAB39	0.010638823
ALDH1A2	0.010631886
BAK1	0.010627785
CNOT1	0.010615962
EPN2	0.010615327
TBC1D15	0.010608835
TBC1D16	0.010607152
MAGEH1	0.010604863
ANKRD9	0.01060469
DNAH6	0.010599446
CEP170	0.010599144
C11orf74	0.010599124
KIAA0355	0.010593156
TOX3	0.010592261
IRF2	0.010590025
DDC	0.010589088
SUGT1	0.010588615
NEK7	0.010587332
PITHD1	0.010586919
STARD13	0.0105843255
KLHL6	0.010573783
DOCK9	0.010570836
SFXN1	0.010568322
NFATC2IP	0.010543772
TLE3	0.010537896
PTAR1	0.010534952
FAM131C	0.010531077
DHRS4L2	0.010523339
ZMYND11	0.01051485
SMYD2	0.0105123
ATP6V0E2	0.010508331
NUAK2	0.01050368
PMF1	0.010502046
DDX52	0.010499753
TMEM159	0.010491266
LAMA5	0.0104884235
DBF4	0.010487938
SRPK2	0.010485379
CA9	0.010483452
SYNRG	0.010480985
ANKH	0.010469691
STK38	0.010469456
MED4	0.010463879
MLLT6	0.01046357
HPF1	0.010456142
PURB	0.010453811
RPA2	0.010446769
SUMF2	0.010439477
DNAJA2	0.010435226
STAT6	0.010434449
ST3GAL6	0.010430869
EPSTI1	0.010424153
HERC1	0.010423432
ATP2C2	0.010415594
LPCAT2	0.010415514
UCHL5	0.0104145305
COMMD3	0.010411333
SKA2	0.010407643
COL9A3	0.010404724
ESRRA	0.010401056
TLR4	0.010400977
ESYT2	0.010394322
CDK13	0.010380346
MAPK6	0.010377803
FECH	0.010372933
HIST1H2BD	0.010364515
ENPP1	0.010353201
PPP1R13L	0.01035169
DNAH10	0.010345308
SMAD2	0.010338309
ARHGAP4	0.010336034
ADSS	0.010334574
LBP	0.010333912
ANKUB1	0.010333595
MRGPRF	0.010321142
ATG12	0.01032055
FBXO34	0.010320119
FMC1	0.010318785
KCNJ13	0.010313815
SMIM10	0.010312915
DENND5B	0.010310775
FNTA	0.010310214
RAB18	0.010309935
PAFAH1B2	0.010296959
ASGR2	0.010293421
SNRK	0.010293046
CHST11	0.010292481
UBE2T	0.010280892
ZNF608	0.010278405
FUOM	0.010276849
ABL1	0.010275114
GNA15	0.010274108
MRPL17	0.010273372
MAP3K1	0.010263733
SH3PXD2B	0.010249771
CSPG4	0.010248544
WWC2	0.01024692
TOPBP1	0.010246335
TRHDE	0.010243043
IFNAR2	0.010241381
RETNLB	0.010238513
PFDN4	0.010236479
ZNF580	0.010235098
CYB5B	0.010233276
UBXN11	0.010226921
CCDC59	0.010225444
TRAF1	0.010219034
BCCIP	0.010213013
IFT88	0.010212861
TDP2	0.010206636
PRSS35	0.010201319
CTSV	0.010199199
FCHO2	0.010198896
LOXL1	0.0101956315
NCAPD2	0.010190128
BMP7	0.010188695
ARHGAP32	0.010185412
TEKT2	0.01018044
CASP6	0.01017685
ZNF165	0.010175239
UFL1	0.010174404
ASAP2	0.010172874
ENOSF1	0.010161481
NNT	0.010156986
SMAP1	0.010145474
FAM173A	0.010140922
TRAM2	0.010132423
RNF114	0.01012634
MEF2D	0.010123214
ZFC3H1	0.010116002
MPDU1	0.010115919
TMEM263	0.010105968
SAMD5	0.0100980885
ZMAT3	0.010087258
CEP128	0.010085178
CD96	0.010079768
SRSF1	0.010078304
MARCH7	0.010075791
ZDHHC9	0.010074805
PEF1	0.0100679295
ELMSAN1	0.010065916
CAMSAP2	0.0100598615
LARP4	0.0100537315
MRPL43	0.010052846
PEAK1	0.010051856
OLFM1	0.010051415
VKORC1L1	0.0100470595
CHDH	0.010046247
AGPS	0.010044601
RYR2	0.010040463
RSRC1	0.010040387
CLIC6	0.010039306
HNF4A	0.010030399
VMA21	0.010026995
SLC5A6	0.010017954
ZNF385D	0.010017527
PGM2	0.010014478
CPSF6	0.010011561
LATS2	0.010009748
DEF6	0.01000086
SLC1A4	0.009993017
CRB3	0.009988079
DERA	0.0099751195
CCNA2	0.009973664
IVD	0.00997218
CCDC25	0.009964724
UBXN10	0.0099638505
FANCI	0.009955706
GALNT5	0.009954862
GDE1	0.009951181
ATP6V1B1	0.009945737
GIGYF2	0.009934673
MAGT1	0.0099329855
MTF2	0.009931764
DPEP1	0.009926933
ALPK2	0.009925266
ARHGAP42	0.009922251
NCOR2	0.009909659
ABHD12	0.009907591
UBE2E2	0.009906624
SPG7	0.009893264
ZBTB1	0.009892705
BMP5	0.00987434
UCHL3	0.00986528
ACBD6	0.009864151
PPP4R3B	0.009863805
TNPO1	0.009858904
SMAD3	0.009855984
RBM24	0.009854799
USP9X	0.009852528
P2RX4	0.00984903
LAMP5	0.009837892
CWH43	0.009835694
MRPL37	0.009835364
SF3B3	0.009833675
GFI1B	0.009831259
TBC1D2B	0.009830596
CYTH2	0.009828698
KLHDC8B	0.009827597
PINK1	0.009825991
ATP6V1C1	0.009825002
B3GNT7	0.009824566
PDCL3	0.00981625
BRI3BP	0.00980486
TWISTNB	0.009801867
HDAC1	0.0098001445
WRB	0.009799111
GPSM2	0.009797804
DPM1	0.0097938245
DACT3	0.009788909
ORAI1	0.009787109
DENND4A	0.009783352
RRP7A	0.009781288
ZC2HC1A	0.009779663
STK10	0.009779555
POF1B	0.0097770905
MPZ	0.009776744
HBQ1	0.009775661
OTULINL	0.009765171
DCAF13	0.00976029
AIFM1	0.009752073
ORC6	0.00975094
ARL8A	0.009746588
WNT4	0.009737857
POGLUT1	0.009736319
FUCA2	0.009734052
RAB30	0.009734039
CDKN2AIP	0.009731652
LPIN1	0.009727834
PQBP1	0.009719349
SEPT8	0.009711465
XRN1	0.009708389
COQ10B	0.009705786
ZHX1	0.009695122
CC2D2A	0.009691593
PDCD6IP	0.009690505
ME2	0.009684439
NTAN1	0.009676757
TMEM156	0.009669968
MED28	0.009668487
ZNF451	0.009667614
NSFL1C	0.009667562
FNIP1	0.009666592
ATP11B	0.009661527
ERG	0.009657687
MAPK13	0.009656739
HMCN1	0.009656494
AIP	0.009644924
RGN	0.009642649
MARS	0.009637888
MRPS5	0.0096321395
PRELID3B	0.0096305655
IDH3A	0.009629219
PUM3	0.0096288845
MMRN2	0.009627493
BAIAP2L1	0.009625639
KIAA0319L	0.009620671
CHST2	0.009620594
TDG	0.009618974
F2RL1	0.009616146
WNT7A	0.0096109845
DENND5A	0.009604206
MFNG	0.009595749
CCL8	0.009588373
MAMDC2	0.0095856255
STAT5B	0.009579001
SLC25A29	0.0095784385
IFT172	0.009577541
BRIX1	0.009572734
LIMK2	0.0095722005
PRKX	0.009571971
MPDZ	0.009563005
YIPF2	0.009557476
ACADL	0.009557108
SLC16A12	0.009553731
PUM2	0.009550027
TOX4	0.009546477
PDE9A	0.009543207
ARL6IP6	0.009543128
CAB39L	0.00952539
NCBP2	0.009525168
MAOB	0.009524122
DDX27	0.009522476
ANKRD66	0.0095211975
SPATA13	0.009517737
SHPRH	0.009516978
SIX1	0.009514552
SRRT	0.009511432
APH1A	0.009505611
CD300E	0.00950535
RTCB	0.009502388
KLHL21	0.009499011
FRG1	0.009496547
PRKCA	0.0094955135
TBC1D10A	0.009490855
EMD	0.009485128
RSPH3	0.009482361
BRWD1	0.00948036
CKAP2L	0.009479684
ADNP	0.009474926
FAH	0.009471983
RAET1E	0.009468846
MTHFD2L	0.009460634
PAXBP1	0.009459625
CCL11	0.009459301
BCL2L15	0.009454429
SUPT5H	0.00945328
KCMF1	0.009448226
SOX6	0.009444619
DUSP3	0.009442389
AL031777.3	0.009440661
CEP55	0.009439919
ERCC1	0.009439159
PLCXD3	0.009437339
DDX42	0.00943122
DCTN6	0.009423763
NAPA	0.009423083
SPTA1	0.009420613
KATNBL1	0.009417714
TMEM70	0.009409682
MAP3K5	0.009402555
SBNO1	0.00939476
MAN2A2	0.009394003
FGF2	0.009388803
SEMA4D	0.009384761
SLC16A10	0.009381267
DNAJC2	0.009380478
C16orf87	0.009379792
ZDHHC3	0.009377898
VPS36	0.009375836
TRNP1	0.009374137
CHEK1	0.009370719
TNKS2	0.009365585
CTDSP2	0.00936524
NT5M	0.009361749
IAH1	0.009356825
WASHC4	0.009355326
RTN2	0.009349574
INF2	0.009348921
IL20RB	0.009346725
SLC22A3	0.0093432795
CHCHD7	0.009336237
SDF2	0.009335172
ARAP2	0.0093307765
MOK	0.009330316
TUBG1	0.009323976
PRPF31	0.009323746
PLCL2	0.009322897
PILRA	0.009322756
TMEM37	0.009320786
SYT11	0.009318767
MNX1	0.009313632
TNFRSF19	0.009301986
NTHL1	0.009298277
FAM89B	0.009297855
SOS2	0.009295006
HOXB7	0.009292082
RHPN2	0.009291522
FAIM	0.009290066
BABAM1	0.009289119
NMB	0.009288654
STARD3NL	0.009272342
WDR82	0.009264384
DNER	0.009264188
TAB2	0.00926138
AUTS2	0.009260404
REPIN1	0.009259022
C4orf19	0.009251217
ANXA10	0.009243924
ASNA1	0.009240123
COPS5	0.009236045
PPP1R3C	0.009231555
SAFB2	0.009225428
ATP8B2	0.009222544
CHKA	0.009218446
NBEAL2	0.009217502
COX11	0.009215647
TFEC	0.009209288
ATP8A1	0.009206012
IQSEC1	0.0092037935
ELOA	0.00920067
NCAPG	0.009199323
NIPAL1	0.0091936095
SUCLA2	0.009192616
COPG1	0.009191372
WDR26	0.009186812
C16orf74	0.009171626
CCL14	0.009166006
AK7	0.0091646155
XIRP1	0.009160873
PATE1	0.009159839
RABEP1	0.009156962
NRXN1	0.009153966
TP53I11	0.009143186
SP3	0.0091416165
ZNF33A	0.00913846
DNAJB14	0.009129239
TRAT1	0.009128512
WDR33	0.009125245
APC	0.009115091
CHIC2	0.009106631
ZNF770	0.009103987
HELZ	0.009102293
GART	0.009098734
ARL5A	0.009096825
MYLK3	0.009092984
SKAP1	0.009090007
CYS1	0.009089775
SPATA6	0.009089238
RHOF	0.009087364
ALAD	0.009085924
KCNK16	0.009084876
SGO2	0.009082745
IARS2	0.009079408
GPRC5B	0.009075173
KLHL42	0.009070693
TPP2	0.009067265
SCGB1D4	0.009047324
GAN	0.0090415105
MRPS10	0.009041245
DUSP8	0.009036154
ANAPC13	0.009034384
UBA1	0.00903102
PDE7A	0.009030397
AP3D1	0.009019648
BCL7C	0.00901106
NT5DC1	0.009007953
MRPL1	0.009003804
ITPA	0.0089929495
DSEL	0.008991849
ANGPTL2	0.008991263
FTO	0.008990965
NUDT14	0.008988098
TMEM181	0.008986045
CCDC65	0.008983602
PIKFYVE	0.00898328
MYO5B	0.00897358
ADIPOR2	0.008969247
FAM45A	0.008966049
EHBP1	0.008965292
SLC1A2	0.008963704
FAM110D	0.00896332
MIB1	0.008954538
FZD5	0.008949856
SMIM12	0.008944209
SYDE1	0.008943716
RIT1	0.008943173
KIF3A	0.008943019
CIITA	0.008936638
MBTPS1	0.008934419
SPAG8	0.008933165
NBEA	0.008930269
MB	0.00892688
ZMIZ1	0.008922976
SUCO	0.008922421
SPATA17	0.00892209
VPS51	0.0089209
ERVV-1	0.008918919
ITPRIP	0.008918302
GRB7	0.008913877
CCNY	0.008907231
SLC12A6	0.008905756
FMO3	0.008902095
SLC2A4RG	0.008897396
GPRIN3	0.008893551
TMEM67	0.008883233
CSNK2A2	0.008879942
RIN3	0.008879433
MED10	0.008875726
UBN1	0.008875069
CORO7	0.008874373
ACSM2A	0.008871374
PRLR	0.008870674
ARHGEF6	0.008868805
TTC9	0.008866279
ASB2	0.008865691
PMPCB	0.008844894
MTFR1L	0.008840966
WDR13	0.008840016
ACSS2	0.008829012
MDFIC	0.00882527
IFT20	0.008824666
PPP3R1	0.008823399
MCM2	0.008822228
MTHFS	0.0088145435
CBFA2T3	0.008814437
CD276	0.008812423
SLC22A23	0.00880957
TMX1	0.008806498
CHD7	0.008804075
CDIPT	0.008798121
MCTP1	0.008797028
SEMA3D	0.008796412
KDELR3	0.008793354
CDC25B	0.008792817
HIBCH	0.008792789
SYNJ2BP	0.008786743
NSMCE1	0.008786707
CD4	0.00878464
CBX4	0.008774504
PPIP5K2	0.008769815
USP33	0.008767832
CRH	0.008761068
SLC15A2	0.008756963
TJP3	0.008749537
MRPL32	0.008733663
DCUN1D5	0.008732815
MAP4K5	0.008729657
LARP1B	0.00872936
VAV1	0.008728845
SPEF1	0.008728755
BSND	0.008728673
RBBP8	0.0087274
UNC45B	0.008725537
IGDCC3	0.00872105
EDNRA	0.008716271
KIF3B	0.008715453
CCDC3	0.008712488
SUDS3	0.0087099
XIAP	0.008709595
SH3GL1	0.008704982
ACOX1	0.008703916
TYK2	0.008692082
BIK	0.008691518
RNF126	0.008689455
FAR2	0.008686046
PLOD3	0.008682646
TMEM50B	0.008681929
ARHGEF40	0.008678394
UBE2E1	0.00867707
POLR2B	0.008676074
HPSE	0.00866824
RRAGC	0.008666646
ZBBX	0.008666507
TADA3	0.008665809
CARD8	0.008660424
SLIT2	0.008656653
SAMD4A	0.008644612
RNPEPL1	0.008643732
JAM3	0.008641613
IQCK	0.008640216
ASPHD1	0.008631966
IRF9	0.008630196
SCARA3	0.008626639
UNC50	0.008622918
ITFG1	0.008616638
TCAP	0.008614334
ZNF462	0.008614141
ENDOU	0.008606086
ARHGEF2	0.008601238
RIC3	0.00859598
SLC1A3	0.00859474
DCAF6	0.00859093
ARCN1	0.008583911
TTC1	0.008580733
FARP2	0.008579556
SLITRK6	0.008577081
SLC22A18	0.008562726
SLCO4A1	0.00855934
CS	0.008555706
PRPF38A	0.008551892
PON1	0.008548356
TSPAN12	0.008547475
ATP6V0A4	0.008538005
PTPN14	0.008526051
CEP290	0.008521448
DCTN1	0.008512319
PACS1	0.008509173
PARVG	0.008507057
BRAF	0.008503666
CNKSR3	0.008499093
GMCL1	0.008498212
KDM1A	0.008492793
C20orf27	0.008492704
DUSP10	0.008492556
HOXB2	0.00849022
WTIP	0.008484783
NUP210	0.008483431
IKZF2	0.008482159
RALGDS	0.0084819645
EPM2AIP1	0.008477402
RASGRP1	0.0084637385
ZFHX4	0.008460717
AZI2	0.008457643
HSPBP1	0.008454386
PTGES2	0.008453083
AHCYL2	0.00845189
HECA	0.008449416
RNF186	0.008445569
SEMA3G	0.008441511
PDCD7	0.008427907
SHOC2	0.008419985
RAPGEFL1	0.008417367
HRG	0.008417196
LPCAT4	0.008413572
NUP98	0.008413316
CCDC57	0.008413297
TNNT1	0.008411965
SYT16	0.008411037
TMEM14A	0.008410883
TRIM7	0.008401499
R3HDM2	0.008396879
TARSL2	0.008394745
GNA12	0.008394342
PLXND1	0.008393229
DIP2A	0.008392819
ANAPC15	0.008388184
ESF1	0.008384192
ZFAND2A	0.008383538
GSTZ1	0.008381895
NWD1	0.008376472
SLC44A3	0.008375033
NAA15	0.008367795
DGAT1	0.008364755
BCL9L	0.008364678
TBC1D8	0.008364437
ATAD2B	0.008362297
CDCA7	0.008355998
PPM1A	0.008354704
FHL3	0.00835339
ITK	0.008353368
C1orf198	0.008346438
TMED1	0.008346169
FRAT2	0.008339032
B4GALT3	0.0083389
PIR	0.00833589
PAX9	0.008329304
FAM118A	0.008327647
SLC11A2	0.00832653
PRKCD	0.008326112
BAZ2A	0.008313567
CUL3	0.008311875
TMEM9B	0.008311598
KIF14	0.008307157
TARDBP	0.008303097
HPN	0.00830219
PRKCH	0.008301112
TTC38	0.00829788
WASHC3	0.008297276
FCHSD2	0.008292459
GALNT10	0.008291763
LYPD6B	0.008283692
CENPV	0.008283432
EFNB1	0.008283248
ALKBH5	0.008273266
AGTR1	0.008270154
SEC22B	0.008268817
ANKRD33B	0.008265056
TTC17	0.008265026
PRKACA	0.008264737
DGKD	0.008261458
HBS1L	0.00825808
SMIM10L1	0.008252608
ABHD14B	0.008250012
LMBRD1	0.008244998
PTK6	0.008243516
DUSP22	0.008241898
C1D	0.008240225
GLOD4	0.008239613
MX2	0.008237481
UBQLN1	0.008234049
LYSMD2	0.00823386
DPM2	0.008231199
BCL7B	0.008229729
