	variance
PWWP2A	0.0055964263
ATG4B	0.005596092
PM20D2	0.005595624
ELP6	0.005590447
RPIA	0.005590103
DHRS4	0.0055836816
NR1D1	0.0055819573
CIT	0.0055815405
ZMYM4	0.0055799833
CNPPD1	0.0055792006
GPC6	0.0055784136
HMX3	0.0055781337
AKAP8L	0.0055776886
TICAM1	0.005577188
NIPSNAP1	0.005576441
ATAD1	0.0055739973
DYRK2	0.0055733086
NSFL1C	0.0055690478
MTMR12	0.005564657
IGLL1	0.0055637457
GIT1	0.0055594365
GNE	0.005551544
CCR1	0.0055501
AIM2	0.005546935
CACNA1D	0.005543531
HERPUD2	0.0055414513
RIC8B	0.0055377404
C12orf49	0.005529311
DPP9	0.0055287965
OSBPL10	0.0055284533
FBXO22	0.005528365
HDAC5	0.005525687
FCER2	0.005523617
RNF216	0.005519454
GATAD2B	0.005518284
ZNF609	0.0055181994
SLC29A1	0.0055146995
PHYHD1	0.0055142883
GLT8D1	0.00551247
LCN6	0.005509287
GRHL2	0.0055077327
ADGRA2	0.005506358
HK2	0.0055037197
TMOD2	0.005503686
CYB561A3	0.005498864
MORC3	0.0054978626
DEDD2	0.005494839
HSPA4L	0.0054913033
EYA2	0.005490422
KIAA0513	0.005490292
ATIC	0.005489511
CBFA2T2	0.005488518
ATE1	0.0054883147
HK3	0.0054823
GCNT3	0.005471142
OXCT1	0.0054702736
C11orf49	0.0054673566
ERLIN2	0.0054631922
PIK3R5	0.0054622125
C12orf10	0.0054618316
ERI3	0.005461427
CNOT8	0.0054522343
CCDC96	0.0054495586
LLPH	0.0054492177
RNF168	0.0054480648
RASSF9	0.005447358
C1orf35	0.0054459847
PRPF31	0.0054456047
MPDU1	0.005445284
ABHD14A	0.0054450803
LDOC1	0.0054387394
PRAM1	0.005438041
SCLT1	0.005433208
TRIM13	0.0054323743
GNPNAT1	0.0054317717
MARF1	0.0054302923
ACBD6	0.0054299342
HELB	0.005429799
KCTD1	0.0054286406
LGALS12	0.0054262187
NKAP	0.0054260804
P3H2	0.0054248003
CTLA4	0.00542417
PPID	0.0054202834
HLF	0.0054200273
MCC	0.0054186266
CHST6	0.0054178303
CHTOP	0.0054155006
ICK	0.005408856
PLEKHO2	0.0054076533
OSBP	0.0054076007
ZNF330	0.0054074205
PLEKHH2	0.005405674
SCAI	0.0054050963
HOXA10	0.005400994
PARP15	0.005400504
INSIG2	0.005399524
SPRR2G	0.0053971596
ITGA11	0.005396538
THAP2	0.005395732
SCO1	0.005395657
CDKN3	0.005394557
CEP70	0.0053932173
TMEM44	0.0053922
CCDC40	0.005391155
RAB6B	0.005390073
WBP4	0.00538958
BRIX1	0.0053889193
UBE2Q2	0.0053853034
ALAD	0.0053849523
INO80	0.005384754
TRNAU1AP	0.0053828377
KANK3	0.0053815437
C1QTNF4	0.005381399
SHB	0.0053788335
NUP210	0.005378335
EPB41L4B	0.0053753527
MRFAP1L1	0.0053751133
IMMP1L	0.005373183
NOC3L	0.0053723883
SCYL2	0.005372292
MTMR6	0.0053718975
ABHD3	0.0053703124
CSN3	0.005366703
HIST1H2AE	0.0053634206
SHLD2	0.005363137
PELI2	0.0053538065
PACSIN3	0.005352059
FKBP15	0.0053501967
TM2D3	0.00535007
HMGCL	0.0053498633
YIPF6	0.005348153
KCNH2	0.0053445986
FZD3	0.00534294
KLK6	0.005341535
FRMPD2	0.0053411815
PPP1R13B	0.0053366246
DCPS	0.005335727
MRPS22	0.005329358
U2AF2	0.005326906
C17orf75	0.0053259404
Z82206.1	0.00532544
CASP14	0.005322121
SACM1L	0.005320575
SIN3A	0.0053205565
NEK11	0.005318696
SPR	0.0053163418
AGPAT3	0.0053151813
BATF3	0.005312811
TP53BP1	0.005309465
FAM13B	0.005308634
DNAI2	0.0053085755
NUBP2	0.005308338
JAGN1	0.0053067524
SYNGAP1	0.00530624
NFASC	0.005300318
NOB1	0.0052938163
THAP4	0.005292779
PGPEP1	0.0052926824
PBX2	0.005287885
TMEM41A	0.0052872053
KCNAB1	0.005284949
SAMD1	0.0052848896
BEST1	0.005283927
CALHM2	0.005281482
CLDN12	0.0052813007
FER	0.0052735265
CLASP1	0.0052729
PPP1R42	0.0052708373
PELO	0.005270271
TXLNA	0.005268152
DGLUCY	0.005264753
PLEKHA3	0.005263673
MLLT10	0.0052579525
PDPK1	0.005250224
FHOD3	0.005247924
WT1	0.0052475645
PHAX	0.0052468646
AP5M1	0.0052350066
DLEC1	0.005234998
DDT	0.0052339532
RYR2	0.0052338596
SLC30A7	0.0052314308
FRA10AC1	0.005231425
KIF16B	0.005230447
MAATS1	0.0052288854
ADGB	0.005228433
DIP2B	0.0052281683
TFEB	0.0052277553
GGA2	0.0052213585
LILRA6	0.0052212183
SLC39A4	0.005220789
TNNT3	0.0052174316
SSH1	0.0052111633
DKK1	0.005208123
TINAG	0.0052079973
BSDC1	0.005207901
PREX2	0.0052074254
VIPR1	0.005206462
RAB2B	0.005205647
ANKRD35	0.005204037
RND1	0.005203145
SH2D3A	0.0052027525
ARID2	0.005202568
BRCA2	0.0051999493
SLC22A18	0.0051994915
TECPR2	0.005198863
TSR2	0.0051978547
TXNDC9	0.0051975157
TRIM7	0.0051957555
TMEM170A	0.005194911
SUPT6H	0.0051947087
TAF3	0.0051941406
KCNH1	0.005188351
SRRT	0.0051854597
ZNF280D	0.005184566
UPF1	0.0051845093
PIKFYVE	0.0051827068
PIEZO1	0.0051815803
ITPR3	0.0051806285
DCTN5	0.005176591
SLC13A3	0.005173264
UBLCP1	0.0051712687
TRIM26	0.005169268
BCAS4	0.0051691644
ARMCX2	0.0051669036
NT5DC3	0.0051663592
GALNT10	0.0051644375
ZNF721	0.00516247
MVB12A	0.005161517
USP4	0.0051615126
WDFY1	0.005158656
MGRN1	0.0051566823
ADGRG4	0.005156382
WDR45	0.005152786
DCDC2B	0.005152741
EPC2	0.0051509966
ADH6	0.0051505915
CBY1	0.0051480276
APOBEC2	0.0051471116
CEACAM7	0.0051467055
BLM	0.0051430855
ST6GALNAC4	0.0051427404
PARL	0.005140061
ZNF358	0.0051390943
HEPH	0.0051384345
FBXO17	0.005134164
C21orf91	0.005133989
MTTP	0.005132964
MRPL35	0.0051328316
EZH2	0.0051324368
PTPN3	0.005132318
ORMDL3	0.0051320973
STAMBP	0.0051317546
UTP4	0.005131543
MEST	0.0051283897
METTL23	0.0051273955
PIK3CA	0.005126556
SGK3	0.005124604
MADD	0.0051236586
EIF2B2	0.005122543
AATF	0.0051219757
AC119396.1	0.0051212073
GIMAP8	0.0051178895
UPK2	0.0051176064
CUEDC1	0.0051167016
FAM89A	0.0051161814
TMX1	0.0051137987
SUSD4	0.00511212
WRN	0.0051090163
ACSF3	0.005108352
HPS4	0.005107602
MFAP1	0.0051075188
ATP1B2	0.0051053907
SP140L	0.005105369
AFMID	0.005099584
PHF11	0.005098346
KLHL8	0.005097215
RNF146	0.0050955745
ACSM5	0.0050895466
KLHDC3	0.005087022
SEC14L2	0.005084216
TBC1D22A	0.005083191
RAP1GDS1	0.005082052
EXOSC10	0.0050815484
SLC41A2	0.005080057
BAALC	0.005078928
SLC37A1	0.0050788997
TRAF3	0.005077305
KIAA1549	0.0050736153
MBNL3	0.005073215
CHRAC1	0.005071159
DIS3	0.005068945
GIMAP2	0.0050686137
NEIL1	0.005068422
NEURL3	0.005063704
CPNE8	0.005063483
WNT4	0.005062117
TLE2	0.0050578644
MDN1	0.0050511593
ATL1	0.005049335
DZIP1L	0.005047
NPC1	0.0050438545
ULK1	0.005043702
NUP153	0.0050434596
TSR3	0.0050419187
TCP11L2	0.00504133
TUFT1	0.0050379043
TMEM71	0.00503376
MCM6	0.0050328886
IREB2	0.005031805
IRAK4	0.0050306553
CRAT	0.0050241244
UHRF1BP1L	0.0050232094
UGGT1	0.005021855
BAK1	0.005021519
C12orf29	0.0050214548
FAF2	0.0050208815
RNF138	0.0050190343
KARS	0.005017811
ZBTB4	0.005015186
CCDC115	0.0050134757
CTSO	0.0050129523
WIPI2	0.0050118696
TBC1D20	0.0050116633
SLC30A9	0.005010979
RBCK1	0.0050043194
APOOL	0.0050001205
NR1D2	0.0049970094
ABI3	0.0049967356
IFNAR2	0.004996322
PNO1	0.0049929055
ADPRHL1	0.004992358
GSTM4	0.00499144
GGCX	0.0049890033
KDM3A	0.004988723
TPGS1	0.0049886624
ZBTB37	0.0049885362
FAM92A	0.004986468
KIAA2012	0.0049860617
CYP4V2	0.004983967
PML	0.004981688
TMEM150C	0.0049806437
CCR4	0.0049802046
SOX5	0.004976603
SPIRE2	0.0049733664
CS	0.004971818
DAW1	0.0049709054
CELSR2	0.0049706856
FAM122C	0.004970103
SDR39U1	0.0049692644
RELA	0.0049681524
SIPA1L1	0.004965356
RIPOR1	0.0049648504
BMS1	0.004962098
WNT6	0.0049616313
PAIP2B	0.0049613463
TIMM9	0.00495977
CCNT2	0.004959587
PIH1D3	0.0049572014
BECN1	0.00495713
HARS	0.004955364
HIBADH	0.0049550384
GNG4	0.004953398
HGSNAT	0.004953337
MAML3	0.0049531525
RMDN1	0.0049530715
MS4A15	0.0049527735
MYLK3	0.004951689
SMARCD2	0.004950165
C16orf74	0.004947344
IGSF3	0.0049459874
RNF144A	0.0049421364
NUDT22	0.0049403035
FAM91A1	0.0049398653
C5AR2	0.0049385414
LRRC41	0.004935971
FEM1C	0.004934108
SGMS1	0.004933463
ZFP91	0.004927562
MLLT11	0.0049273707
ALPK2	0.0049273516
GART	0.00492699
LFNG	0.0049260263
TNFAIP1	0.0049232603
IRF7	0.0049225166
TTC29	0.0049173054
ARHGEF16	0.004916934
TCF7L1	0.0049152337
MED31	0.0049141427
ATPAF1	0.0049130335
TBX21	0.004907995
C9orf66	0.004907408
TOPBP1	0.0049012257
ZFAND1	0.0049005137
OSBPL3	0.00489955
SH2D1B	0.004899034
MPV17	0.0048978804
PTPA	0.0048953956
DMGDH	0.004892062
FAM207A	0.0048891236
VPS8	0.0048878705
AK6	0.004886999
STON1	0.0048856535
ZCCHC7	0.004883849
DCUN1D1	0.0048802234
CNP	0.004875818
ZNF507	0.0048737465
IKBKB	0.0048732073
MARVELD1	0.0048702476
LSM12	0.0048689833
CLK4	0.0048687346
GLYR1	0.0048672035
SYVN1	0.0048671737
CCNJL	0.004866758
POLDIP2	0.0048647905
RPP38	0.004863784
RRP36	0.0048628557
HSPA13	0.0048611728
GPM6A	0.0048608216
CFAP74	0.004858433
C1orf131	0.0048582423
ENDOU	0.0048561757
PRLR	0.0048551867
OGFR	0.0048537026
BCAT2	0.0048533087
ENHO	0.0048529278
AHCYL2	0.004849889
ICOS	0.004847294
CSNK2A2	0.0048469524
PRKAB2	0.00484626
TBC1D9B	0.004846043
ESPN	0.004838403
LYPD8	0.0048364354
TSKU	0.0048345206
ZBTB7C	0.00483095
CASK	0.0048308573
POU2F1	0.0048308475
PITRM1	0.004829966
CENPK	0.0048286146
MAMDC2	0.00482721
CHEK1	0.0048268805
SIRPG	0.0048226006
CNR1	0.004821675
SAA4	0.004819092
NAT14	0.004818165
IPMK	0.004817226
GAS8	0.0048151007
FGD6	0.004806055
ARL5A	0.0048046587
GRHL3	0.0048033106
CYB561D2	0.0048021693
CABIN1	0.0048021497
BOP1	0.0047993837
TTC7B	0.0047978237
NBPF14	0.004795791
ZNHIT3	0.004795781
RHOT2	0.0047931075
MED12L	0.004790227
MAP2K6	0.0047874246
KIF11	0.004786908
ZNF587	0.0047856024
CCDC130	0.0047853864
KLHL36	0.00478384
CCDC125	0.004783734
METAP1	0.0047833375
EPB42	0.0047830245
FBH1	0.0047820085
PREB	0.0047782725
BTBD16	0.0047781384
RC3H2	0.0047757584
HIST2H4B	0.0047718636
ISL1	0.004767475
COL16A1	0.0047658416
RAP1GAP	0.004763837
WDR49	0.0047630537
ATP8B2	0.00476144
PRPSAP1	0.004759684
PNKP	0.0047573065
APBA2	0.0047545168
ZNF708	0.0047541494
TMEM74B	0.00475384
IFT80	0.004753395
DUSP16	0.0047500827
IRX5	0.0047494587
ABHD17C	0.004747908
NACC2	0.0047473316
RLF	0.0047452236
UNC45B	0.0047427537
SEC24A	0.0047414186
CDC37L1	0.0047402135
UNC5B	0.004739599
PLEKHG3	0.0047338926
MAPKAPK3	0.004731215
PIH1D1	0.004730986
SHC2	0.0047303145
CBFB	0.004726615
DFFA	0.0047259456
EIF2AK3	0.004725489
NAE1	0.004722152
PLPPR3	0.0047197286
TUSC1	0.004718966
PIP4P1	0.0047184597
KCNK3	0.0047160806
HSD17B13	0.0047138357
UGGT2	0.0047130934
GXYLT2	0.0047124
SMPD1	0.004709555
DLGAP5	0.004707469
ELOVL6	0.004706615
CCDC28B	0.0047065965
MOB3B	0.0047065867
IFRD2	0.0047036656
UVSSA	0.0047017136
SLAMF6	0.0046975752
TMX2	0.004697305
ST20	0.0046950392
RBM28	0.004693996
SLC10A3	0.0046922253
SNAPC1	0.004691108
ESYT1	0.0046881484
SLC9A2	0.0046872823
PIH1D2	0.004685335
TMEM273	0.0046809134
MAB21L2	0.0046793087
ARL14EP	0.004679259
ARFIP1	0.004677319
TMEM38A	0.004674682
CYP20A1	0.0046746074
MBD5	0.0046718093
ASB2	0.0046701604
CBWD5	0.0046701464
CES4A	0.0046689766
C11orf24	0.0046665194
ACOT9	0.004666051
HDAC9	0.0046645226
EML3	0.004661471
PAQR5	0.0046562646
GPS2	0.004654953
ARL13B	0.004654169
NMD3	0.004654095
ORC4	0.004650937
ILVBL	0.0046504606
POLK	0.0046492866
UBXN2A	0.0046486305
DUSP18	0.0046473173
SCT	0.004647068
ANKRD50	0.004645282
FAM111B	0.0046429397
MANEA	0.0046412377
ENPP5	0.004638919
FAT3	0.004638813
UBXN7	0.004635071
CDCA7	0.004634884
ZBTB46	0.004632793
PHF12	0.004632692
ARMC8	0.0046324963
PPIE	0.004629321
KLF11	0.004627287
PRPF3	0.0046252883
KIF19	0.0046248906
ADA	0.0046227737
AGAP3	0.004620804
FBXO11	0.004618441
NECAP1	0.004618152
EXOC5	0.004609335
AFAP1L2	0.004608356
PKD1	0.004605777
C1orf54	0.0046057478
AP3B1	0.004603945
SYDE1	0.004601846
GBP3	0.004598293
NMRK1	0.00459816
SCRN1	0.0045978483
SMG7	0.0045969826
ADCY5	0.0045961114
FKBP1B	0.004596068
PQLC1	0.0045952494
SEPHS1	0.0045943777
SNAPC2	0.004588395
ZNF273	0.0045866203
SLC36A4	0.0045830826
TUSC2	0.004582381
NGDN	0.0045798454
NELFCD	0.0045784456
NAA15	0.004577475
ZNFX1	0.0045767967
C19orf25	0.004576573
COX6A2	0.004569923
NECAB1	0.0045683556
ENO2	0.0045683472
SMG6	0.004566489
PHTF1	0.004563577
CCDC137	0.0045622783
KPNA3	0.0045593837
C15orf40	0.004557835
RASGRF1	0.004556154
UPF3B	0.0045513967
TLCD2	0.0045503397
MAD2L1BP	0.0045481557
NOX4	0.004546781
SOX15	0.0045462474
COA5	0.0045447056
TULP3	0.004543635
PHF10	0.0045423075
CASP8AP2	0.004541346
LIN7C	0.004540551
DIP2C	0.004539842
LNX1	0.0045349635
SBSPON	0.004533405
RCOR3	0.004532876
CBR4	0.004532253
C5orf30	0.00453212
DLG3	0.0045293123
RPA1	0.004528949
CUBN	0.0045289146
ELOF1	0.0045286543
NOC2L	0.0045262175
ADAMTSL4	0.004524895
PSMG3	0.0045242757
TMEM164	0.004522797
TYK2	0.0045224703
IWS1	0.004521345
TMEM8A	0.0045209746
NDE1	0.0045199073
UBE2W	0.0045177755
PCSK1	0.00451652
STAT2	0.004514627
FARSA	0.00451364
PMM2	0.004512285
ZNF830	0.004508292
CD2BP2	0.004507419
ANKRD65	0.004507232
ALDH18A1	0.0045065973
SS18	0.0045055426
ESCO1	0.004505211
MGA	0.0045019872
STOX1	0.0044997884
RABL2A	0.00449947
RGS4	0.0044942424
DAPK3	0.004493208
SUPT4H1	0.004492328
G6PC3	0.00449217
SHCBP1	0.0044831685
CLOCK	0.004482968
ATAD5	0.0044821
INTU	0.004480192
SF3B3	0.0044800146
ZZEF1	0.004476817
RBM42	0.0044766334
TATDN1	0.0044760564
SCRN2	0.0044743004
SYNPO2L	0.0044737044
C14orf119	0.0044702287
ASCL2	0.0044661066
SCAPER	0.0044633206
LPCAT3	0.004462324
NFX1	0.0044621727
PRSS12	0.0044570426
BARD1	0.004454805
ZNF302	0.004452769
AKR1D1	0.004451451
TNFRSF10D	0.0044500134
TMEM242	0.004449262
APOL2	0.004447529
DHX40	0.004443177
LZIC	0.0044391616
KCNRG	0.0044388636
OXLD1	0.004437721
CCDC28A	0.004437603
TAP2	0.004435398
BAG2	0.004434772
DTNA	0.0044342913
MAST3	0.004433806
CLUH	0.0044337255
SHC1	0.0044336156
MYCBP	0.0044302116
HMGXB3	0.00443014
DEF8	0.004422805
R3HCC1	0.004420962
CKAP5	0.0044205245
HMBOX1	0.0044201105
ARRB1	0.0044187987
ATXN3	0.004418613
PDIA5	0.0044181603
RNF20	0.00441533
HPS1	0.004413121
ADARB1	0.0044095716
SIAE	0.004409023
TARBP1	0.004408162
TMEM167B	0.004408033
PIGN	0.0044045793
TFE3	0.004403485
RGMB	0.0044024885
CDK11B	0.0044021495
ARL16	0.0043994496
CFP	0.0043976647
UBA3	0.00439668
NBPF1	0.0043962793
IFI35	0.004394577
ELOA	0.004393806
GABPB1	0.0043925345
WRNIP1	0.0043900553
CCDC74B	0.0043893107
UBE4A	0.004386923
LSS	0.0043862406
ADCY7	0.0043853847
MTRF1L	0.0043848017
GSK3A	0.004382906
SATB2	0.0043797735
HOXA3	0.0043784715
MPP5	0.0043773507
FZD6	0.004375759
CERK	0.004374245
SEMA3F	0.0043733944
RELT	0.0043719597
CORO2A	0.004370586
FAS	0.004368729
AGO1	0.004367999
ROGDI	0.004366331
C1GALT1C1	0.004366276
ZBTB21	0.0043648016
MFSD2B	0.0043641
NSMCE4A	0.00436065
GTPBP2	0.0043587433
TMEM214	0.0043561608
MTHFR	0.0043549305
FAM161A	0.0043546204
ITLN2	0.0043527186
MCMBP	0.0043526054
CYSLTR1	0.0043516005
RWDD4	0.004349109
RNASEK	0.004344805
FAM83G	0.0043415437
NAGLU	0.0043404168
ORC2	0.0043393597
KDM1A	0.00433904
FCRL1	0.004338318
SPON1	0.0043381597
TAB3	0.0043343003
ZNF778	0.004327132
EZH1	0.004326835
CCNK	0.0043241107
ANKIB1	0.0043194224
TRAK2	0.004318586
TINF2	0.0043165376
PTPMT1	0.004315848
ADAMTS2	0.004315358
GPN3	0.0043149083
RING1	0.004309907
TMEFF2	0.004308872
ALG3	0.0043017413
SMPD3	0.0042985915
ZNF395	0.0042983745
C22orf39	0.0042976206
HCFC1	0.0042971773
TTYH2	0.0042965068
FAM192A	0.0042959303
DNASE2B	0.004295131
ATP10B	0.0042913393
THSD7A	0.004287431
C9orf152	0.004287365
SENP7	0.004286817
MAB21L4	0.0042863376
TMEM192	0.0042859907
CDS2	0.004285802
LSG1	0.0042799865
XK	0.0042791604
DIAPH3	0.004278206
PLEKHG2	0.00427784
FAM184A	0.0042774975
APH1B	0.0042772763
KPNA6	0.0042761452
SCNM1	0.004275675
C1orf52	0.0042752833
USP24	0.004275187
MMP28	0.0042740568
AC013470.2	0.004272983
UHRF2	0.004272889
DLL4	0.0042726165
RAB36	0.004272213
GCH1	0.004269402
HSD17B7	0.0042693364
SMYD4	0.004269081
MARCH9	0.0042684977
INSM1	0.0042653787
NUPR2	0.0042612297
MOSMO	0.0042602993
EEPD1	0.004258615
GLRX2	0.0042580655
VPS26B	0.004257704
SLC25A44	0.004257632
PRSS35	0.0042548887
INTS11	0.0042539015
TSPAN31	0.0042526564
MARS	0.004252412
BTN3A1	0.004250517
NEK1	0.004248772
MDH1B	0.0042477036
BNIPL	0.0042473003
CCDC174	0.0042470633
RPRD1A	0.0042463015
AKT2	0.0042439112
MCOLN3	0.004241426
GLMP	0.004240556
ICE1	0.0042390632
GALK1	0.0042373207
FBXO3	0.0042366
CDC25B	0.0042351955
PPP2R3C	0.004235152
SGPL1	0.0042349193
MAD2L1	0.0042301985
RHAG	0.004228535
BPI	0.004228507
TVP23A	0.0042275903
AKR1C4	0.0042273593
COL9A3	0.0042259786
SNX13	0.004225137
DNAI1	0.0042239064
PUS7L	0.0042224345
ZNHIT6	0.0042219805
MPHOSPH9	0.0042212238
CASD1	0.004221131
C2orf49	0.004220043
KBTBD2	0.0042175427
GSS	0.0042168833
ARFGAP2	0.0042154556
PRPS1	0.004214328
TMEM171	0.004214194
FUBP3	0.0042134216
DNAH2	0.004211975
RNF214	0.004211877
JAZF1	0.004208478
GSTO2	0.004208305
TM2D2	0.004205964
ACACA	0.0042058597
ARMC10	0.0042025736
SNRNP40	0.0042024604
KIF27	0.004201916
TCHH	0.004200811
UBAP2L	0.004198034
CHMP6	0.0041961567
FEN1	0.0041949153
STK3	0.0041939705
FAM180A	0.004190498
RIPK4	0.0041901986
SLC7A6	0.004189474
OASL	0.0041894154
SIT1	0.0041885036
ZFPM1	0.0041883537
MOSPD2	0.0041883076
DPP8	0.004188002
ABCA7	0.0041879164
GPR108	0.0041857073
EDEM2	0.0041854093
METTL21A	0.0041848077
BRCA1	0.0041847792
COL9A2	0.004184214
HOXB6	0.0041831154
ICA1L	0.004183049
LRRN4CL	0.004181527
CRH	0.004181465
ACTR6	0.0041784863
EXOC1	0.004174483
ZBTB25	0.0041738926
QSER1	0.0041735005
DTX3L	0.004170241
ISOC1	0.004170074
CUTC	0.004167715
EPHB3	0.004163807
MREG	0.004160753
RGL2	0.0041578985
VSIG10	0.0041564535
PIP5K1B	0.0041557574
ERV3-1	0.0041540973
RBMS2	0.004152716
ZPR1	0.004151542
EMC8	0.004150608
NID2	0.0041503017
MNT	0.00414985
FBXO25	0.0041485624
CFAP410	0.0041478877
KCNK15	0.0041448646
HRC	0.00414211
LETMD1	0.0041417326
SGTB	0.0041381526
TMEM255B	0.004138148
SDAD1	0.0041371062
SLC17A9	0.0041367756
PYCR1	0.0041367253
ABCB4	0.0041351696
AUH	0.004129973
TSEN54	0.004128603
GMFB	0.00412675
GTPBP1	0.0041258284
PAX5	0.0041254195
CDK16	0.0041253995
ARHGAP31	0.0041249474
BLOC1S4	0.00412465
TXNRD2	0.0041155796
SERPINB11	0.0041137733
TNNC2	0.004112817
ACVR1B	0.0041089077
XAB2	0.004108733
GYPB	0.0041081924
ZNF493	0.0041062604
CREBL2	0.004104703
CWC22	0.0041045668
NAB1	0.004103583
TRPC4AP	0.004101369
FLYWCH2	0.00410127
HOXB3	0.004098486
CEP95	0.004097211
CYP4F12	0.0040966915
PSMD9	0.0040964885
KIRREL1	0.004094878
MORN3	0.0040939846
RIBC1	0.0040937136
TUBG1	0.0040907147
DIO2	0.004089534
PRKRA	0.0040825508
TEK	0.004081811
TRIP13	0.0040816246
OSBP2	0.004081561
WDR18	0.0040811044
MYO18A	0.0040794974
BTBD6	0.0040788325
TNFRSF25	0.0040778783
EPHA4	0.0040777912
RTN1	0.004076692
ZNF688	0.0040745283
KDM4C	0.004073554
EFHB	0.0040732906
PIK3C3	0.0040713204
SMIM6	0.0040691905
GNL2	0.004069033
ADGRL2	0.004067007
TTPAL	0.0040668244
INO80D	0.004066155
DESI1	0.004065341
RHOJ	0.004062568
CEP68	0.0040608253
GPR146	0.0040604235
GPS1	0.004058594
LRP12	0.0040557296
LRWD1	0.004055195
ZNF622	0.004053471
WIPF2	0.004051728
FPGS	0.0040501286
UBE3C	0.004049421
LIX1	0.0040475777
MED24	0.004044843
SMIM32	0.0040413253
KDM6A	0.00404121
DDX54	0.004041197
LRRC34	0.004040534
MTAP	0.004039603
WBP1L	0.004039515
FAM221A	0.0040374305
RRP7A	0.004036244
DNAJC27	0.0040281955
ZNF32	0.004028151
TNNT1	0.0040266085
SURF2	0.00402639
CUL1	0.004025225
TRIM14	0.0040236055
TRAF7	0.00401926
KIAA1841	0.0040167538
SAMD8	0.0040148515
ZNF276	0.004013669
FUT3	0.004011926
DTNBP1	0.004009571
ZDHHC1	0.004005956
PAPPA2	0.0040033706
UTP23	0.0040026666
MRPS28	0.0040022335
ZWINT	0.0040018344
PRADC1	0.0040014354
PLEKHM1	0.0040005413
CARD10	0.0039996426
SERPINA10	0.0039954875
EXOC4	0.003995038
TRIM27	0.003993093
RDH14	0.0039859223
FREM2	0.0039854487
KPNA1	0.003984822
TSHZ1	0.0039841915
CXorf38	0.003983099
DCTN4	0.003982492
SLC25A16	0.003981484
CENPT	0.003981359
DOCK7	0.0039800284
HID1	0.003978435
CLPX	0.003974422
IPO9	0.0039742743
STARD3	0.003972621
SOCS4	0.003971892
GDF10	0.003971246
MFSD14C	0.0039708177
DNPEP	0.0039684568
COL4A4	0.0039679334
ZNF511	0.0039652027
MRAS	0.0039638677
PIR	0.0039605726
RAI2	0.0039576804
SLC25A46	0.0039564627
STAM	0.00395588
KCTD10	0.0039546294
FAM214B	0.003952832
USF3	0.003952055
RTKN	0.0039511835
VHL	0.0039492184
LMTK2	0.0039467253
PECR	0.0039463523
C1orf115	0.003943908
ZADH2	0.0039405506
PPM1M	0.003939946
CCDC112	0.003939242
TMEM126A	0.003938861
AEN	0.0039372304
GABRA4	0.00393509
ZMYM5	0.0039338176
TPCN1	0.003930412
MRPL9	0.0039300835
CLRN3	0.0039289845
MEX3C	0.0039282963
VPS13B	0.0039278422
ANKRD49	0.003925061
NRXN2	0.0039250436
POU3F3	0.003924059
MICU3	0.0039226133
USP31	0.0039200545
CFAP77	0.0039196936
AP3M2	0.0039176918
SLCO4C1	0.0039153923
PCGF2	0.0039153113
ISG20L2	0.003915027
LILRB4	0.0039141243
ILKAP	0.0039138487
EXOSC7	0.0039135665
UBE2J2	0.0039132866
KAT8	0.0039126845
UCK2	0.003912333
PRPF19	0.0039113625
STX8	0.0039098137
MRNIP	0.0039093904
B9D2	0.0039086817
PHF5A	0.003907154
PDZD11	0.0039067874
USB1	0.003906155
CPNE4	0.0039042304
NBAS	0.0039017196
STK11	0.0039012695
MAP3K14	0.0039000057
FAM83H	0.0038988914
TRNT1	0.0038981237
HLX	0.0038973987
CBWD1	0.0038966318
FAM83F	0.003895416
FBXO31	0.0038947768
BORCS5	0.0038935773
XG	0.0038919426
SHE	0.0038906487
JADE2	0.0038885018
MED25	0.0038871616
NFATC1	0.0038866077
KCND3	0.0038853793
ATP13A1	0.0038844068
EMG1	0.0038842438
CDON	0.0038816787
GINS2	0.0038813434
HTT	0.00388064
SURF6	0.003872886
MASP2	0.003871422
C18orf32	0.0038710514
SPIRE1	0.003870462
GPA33	0.0038693168
RETREG3	0.0038678853
TENT2	0.0038673147
CD276	0.0038658401
TMEM189	0.0038645612
COL21A1	0.0038644338
RHBDL2	0.0038626138
ARL6IP6	0.0038616047
SLC2A10	0.0038614646
RTN2	0.003861407
GFM1	0.0038603728
PIBF1	0.0038589854
LNX2	0.0038553344
AACS	0.0038546247
NRDE2	0.0038514996
FAM234A	0.0038503143
CDIP1	0.003847808
PXMP4	0.0038469464
HMBS	0.0038465832
GIGYF1	0.0038465823
CTDSPL2	0.003846322
SCARB1	0.0038449008
PPM1F	0.0038436092
OTUD4	0.0038398888
FOPNL	0.003838546
HRCT1	0.0038365396
PIK3C2B	0.0038359973
PPP3CB	0.0038346746
CXCR6	0.0038341868
TMEM63B	0.0038301076
PCGF3	0.003829841
GTF2A1	0.0038294613
CCDC18	0.0038293193
MEI1	0.003828956
FAM76B	0.0038274836
PRKCZ	0.003826589
SHROOM4	0.003824524
E2F4	0.0038242035
ZNF680	0.0038232114
C6orf106	0.0038213418
ADRA1A	0.0038211048
NPRL3	0.0038198114
SCRG1	0.0038143692
PNPLA6	0.0038135361
CCDC32	0.0038113017
GAB3	0.0038090113
CAPN12	0.003807599
PRRC1	0.0038073126
